2023-03-19 14:40:51,drb_ra,url,http://108.62.118.17:443,#CobaltStrike,https://twitter.com/drb_ra/status/1637464153639071745
2023-03-19 14:40:51,drb_ra,url,"http://huhidefe.com./promote/v1.29/1KDJ25E6,108.62.118.17,/promote/v1.29/1KDJ25E6",#CobaltStrike,https://twitter.com/drb_ra/status/1637464153639071745
2023-03-19 14:40:51,drb_ra,ip,108.62.118.17,#CobaltStrike,https://twitter.com/drb_ra/status/1637464153639071745
2023-03-19 14:42:41,Gi7w0rm,url,http://185.106.92.140:8080/,,https://twitter.com/Gi7w0rm/status/1637464616191107073
2023-03-19 14:42:41,Gi7w0rm,ip,185.106.92.140,,https://twitter.com/Gi7w0rm/status/1637464616191107073
2023-03-19 14:44:02,drb_ra,url,http://23.106.215.160:443,#CobaltStrike,https://twitter.com/drb_ra/status/1637464955451580416
2023-03-19 14:44:02,drb_ra,url,http://yekuvob.com./kj.js,#CobaltStrike,https://twitter.com/drb_ra/status/1637464955451580416
2023-03-19 14:44:02,drb_ra,url,http://google.it,#CobaltStrike,https://twitter.com/drb_ra/status/1637464955451580416
2023-03-19 14:44:02,drb_ra,ip,23.106.215.160,#CobaltStrike,https://twitter.com/drb_ra/status/1637464955451580416
2023-03-19 15:07:19,ScumBots,url,http://0.tcp.sa.ngrok.io:15953,,https://twitter.com/ScumBots/status/1637470815787573248
2023-03-19 15:07:19,ScumBots,sha256,3a07daefd68fc95fa0ab44882ea966fb45969015e49914a5e3ca4abce43aff54,,https://twitter.com/ScumBots/status/1637470815787573248
2023-03-19 17:07:18,ScumBots,url,http://2.tcp.ngrok.io:16052,,https://twitter.com/ScumBots/status/1637501009625767937
2023-03-19 17:07:18,ScumBots,sha256,e235fa50b2fd6764c53eacb33714815824f4d0448fd5c6ac5ff6d6877eb66891,,https://twitter.com/ScumBots/status/1637501009625767937
2023-03-19 12:33:47,Gi7w0rm,url,http://cdn.discordapp.com/attachments/1073630551627542569/1086965268653289543/The_LatestApps_There.zip,,https://twitter.com/Gi7w0rm/status/1637432176483483648
2023-03-19 20:45:07,drb_ra,url,http://179.60.146.6:443,#CobaltStrike,https://twitter.com/drb_ra/status/1637555826318516224
2023-03-19 20:45:07,drb_ra,url,http://powersupportplan.com./es,#CobaltStrike,https://twitter.com/drb_ra/status/1637555826318516224
2023-03-19 20:45:07,drb_ra,url,http://powersupportplan.com,#CobaltStrike,https://twitter.com/drb_ra/status/1637555826318516224
2023-03-19 20:45:07,drb_ra,ip,179.60.146.6,#CobaltStrike,https://twitter.com/drb_ra/status/1637555826318516224
2023-03-19 20:46:57,drb_ra,url,http://141.164.62.50:443,#CobaltStrike,https://twitter.com/drb_ra/status/1637556285552861187
2023-03-19 20:46:57,drb_ra,url,http://141.164.62.50./visit.js,#CobaltStrike,https://twitter.com/drb_ra/status/1637556285552861187
